Symbol,Company,Call Time,EPS Estimate,avg_volume,iv30_rv30,ts_slope_0_45,expected_move
CIXPF,Caixabank SA,Q1 2025 CaixaBank SA Earnings Release,BMO,,,,
BCLYF,Barclays PLC,Q1 2025  Earnings Release,TAS,,,,
CRARF,Credit Agricole SA,Q1 2025  Earnings Release,TAS,,,,
FMCCT,Federal Home Loan Mortgage Corp,Q1 2025  Earnings Release,BMO,,,,
HKXCY,Hong Kong Exchanges and Clearing Ltd,Q1 2025  Earnings Release,TNS,,,,
CRARY,Credit Agricole SA,Q1 2025  Earnings Release,TAS,,,,
VWAPY,Volkswagen AG,Q1 2025  Earnings Release,BMO,,,,
VLKAF,Volkswagen AG,Q1 2025  Earnings Release,BMO,,,,
VWAGY,Volkswagen AG,Q1 2025  Earnings Release,BMO,,,,
CAIXY,Caixabank SA,Q1 2025 CaixaBank SA Earnings Release,BMO,,,,
AMX,America Movil SAB de CV,Q1 2025  Earnings Release,AMC,True,False,False,5.24%
PSA,Public Storage,Q1 2025  Earnings Release,AMC,False,False,False,5.29%
ALL,Allstate Corp,Q1 2025  Earnings Release,AMC,True,False,False,5.79%
MET,MetLife Inc,Q1 2025  Earnings Release,AMC,True,False,False,6.22%
CTA-PA,EIDP Inc,Q1 2025  Earnings Release,TNS,,,,
DSDVY,Dsv A/S,Q1 2025 DSV A/S Earnings Release,TAS,,,,
DHLGY,Deutsche Post AG,Q1 2025  Earnings Release,TAS,,,,
LBLCF,Loblaw Companies Ltd,Q1 2025  Earnings Release,TAS,,,,
DPSTF,Deutsche Post AG,Q1 2025  Earnings Release,TAS,,,,
AMXOF,America Movil SAB de CV,Q1 2025  Earnings Release,AMC,,,,
MET-PA,MetLife Inc,Q1 2025  Earnings Release,AMC,,,,
DSDVF,Dsv A/S,Q1 2025 DSV A/S Earnings Release,TAS,,,,
CCI,Crown Castle Inc,Q1 2025  Earnings Release,AMC,True,False,False,5.54%
SCGLY,Societe Generale SA,Q1 2025  Earnings Release,TAS,,,,
HOOD,Robinhood Markets Inc,Q1 2025  Earnings Release,AMC,True,False,True,11.53%
SCGLF,Societe Generale SA,Q1 2025  Earnings Release,TAS,,,,
YUM,Yum! Brands Inc,Q1 2025  Earnings Release,TAS,True,False,False,3.9%
MET-PE,MetLife Inc,Q1 2025  Earnings Release,AMC,,,,
HOCPY,Hoya Corp,Full Year 2025  Earnings Release,TAS,,,,
HOCPF,Hoya Corp,Full Year 2025  Earnings Release,TAS,,,,
PEG,Public Service Enterprise Group Inc,Q1 2025  Earnings Release,BMO,True,False,False,4.13%
BSBR,Banco Santander Brasil SA,Q1 2025  Earnings Release,BMO,False,True,False,22.9%
ANNSF,Aena SME SA,Q1 2025  Earnings Release,BMO,,,,
ANYYY,Aena SME SA,Q1 2025  Earnings Release,BMO,,,,
PSA-PH,Public Storage,Q1 2025  Earnings Release,AMC,,,,
FNMA,Federal National Mortgage Association,Q1 2025  Earnings Release,BMO,,,,
CTSH,Cognizant Technology Solutions Corp,Q1 2025  Earnings Release,AMC,True,False,False,7.07%
PRU,Prudential Financial Inc,Q1 2025  Earnings Release,AMC,True,False,False,6.62%
GRMN,Garmin Ltd,Q1 2025  Earnings Release,BMO,False,False,False,5.51%
BKRKY,Bank Rakyat Indonesia (Persero) Tbk PT,Q1 2025  Earnings Release,TNS,,,,
VMC,Vulcan Materials Co,Q1 2025  Earnings Release,BMO,False,False,False,4.71%
VICI,VICI Properties Inc,Q1 2025  Earnings Release,AMC,True,False,False,3.93%
WEGZY,WEG SA,Q1 2025  Earnings Release,BMO,,,,
BKRKF,Bank Rakyat Indonesia (Persero) Tbk PT,Q1 2025  Earnings Release,TNS,,,,
CAJFF,Canon Inc,Q2 2025  Earnings Release,TAS,,,,
EBAY,eBay Inc,Q1 2025  Earnings Release,AMC,True,False,True,6.68%
ALL-PH,Allstate Corp,Q1 2025  Earnings Release,AMC,,,,
ALL-PB,Allstate Corp,Q1 2025  Earnings Release,AMC,,,,
PSA-PK,Public Storage,Q1 2025  Earnings Release,AMC,,,,
GEHC,GE Healthcare Technologies Inc,Q1 2025  Earnings Release,BMO,True,False,False,2.71%
KNYJY,Kone Oyj,Q1 2025  Earnings Release,TAS,,,,
MLM,Martin Marietta Materials Inc,Q1 2025  Earnings Release,BMO,False,False,False,6.26%
HUM,Humana Inc,Q1 2025  Earnings Release,TAS,True,False,True,5.74%
KNYJF,Kone Oyj,Q1 2025  Earnings Release,TAS,,,,
MRAAF,Murata Manufacturing Co Ltd,Full Year 2025  Earnings Release,TAS,,,,
TW,Tradeweb Markets Inc,Q1 2025  Earnings Release,BMO,False,False,False,4.51%
AVB,Avalonbay Communities Inc,Q1 2025 AvalonBay Communities Inc Earnings Release,AMC,False,False,False,4.58%
CAJPY,Canon Inc,Q2 2025  Earnings Release,TAS,,,,
VTR,Ventas Inc,Q1 2025  Earnings Release,AMC,True,False,False,5.21%
EBKDY,Erste Group Bank AG,Q1 2025  Earnings Release,BMO,,,,
AWK,American Water Works Co Inc,Q1 2025 American Water Works Company Inc Earnings Release,AMC,True,False,False,4.48%
PPERF,Bank Mandiri (Persero) Tbk PT,Q1 2025  Earnings Release,TNS,,,,
EBKOF,Erste Group Bank AG,Q1 2025  Earnings Release,BMO,,,,
ANSS,ANSYS Inc,Q1 2025  Earnings Release,AMC,False,True,False,7.23%
PPERY,Bank Mandiri (Persero) Tbk PT,Q1 2025  Earnings Release,TNS,,,,
HPGLY,Hapag-Lloyd AG,Preliminary Q1 2025  Earnings Release,TAS,,,,
HLAGF,Hapag-Lloyd AG,Preliminary Q1 2025  Earnings Release,TAS,,,,
PPL,PPL Corp,Q1 2025  Earnings Release,BMO,True,False,False,3.45%
OTSKF,Otsuka Holdings Co Ltd,Q1 2025  Earnings Release,TAS,,,,
HXGBF,Hexagon AB,Q1 2025  Earnings Release,TAS,,,,
MRAAY,Murata Manufacturing Co Ltd,Full Year 2025  Earnings Release,TAS,,,,
OTSKY,Otsuka Holdings Co Ltd,Q1 2025  Earnings Release,TAS,,,,
SVNLY,Svenska Handelsbanken AB,Q1 2025  Earnings Release,TAS,,,,
HXGBY,Hexagon AB,Q1 2025  Earnings Release,TAS,,,,
EJPRY,East Japan Railway Co,Full Year 2025  Earnings Release,TAS,,,,
SVNLF,Svenska Handelsbanken AB,Q1 2025  Earnings Release,TAS,,,,
EJPRF,East Japan Railway Co,Full Year 2025  Earnings Release,TAS,,,,
GIB,CGI Inc,Q2 2025  Earnings Release,BMO,False,True,True,4.88%
MKL,Markel Group Inc,Q1 2025  Earnings Release,AMC,False,False,False,6.06%
MT,ArcelorMittal SA,Q1 2025  Earnings Release,TAS,True,False,False,3.08%
AMSYF,ArcelorMittal SA,Q1 2025  Earnings Release,TAS,,,,
CVE,Cenovus Energy Inc,Q1 2025  Earnings Release,BMO,True,False,False,8.73%
CJPRY,Central Japan Railway Co,Full Year 2025  Earnings Release,TAS,,,,
INVH,Invitation Homes Inc,Q1 2025  Earnings Release,AMC,True,False,False,5.46%
AER,AerCap Holdings NV,Q1 2025  Earnings Release,BMO,True,False,False,4.81%
SAUHF,Straumann Holding AG,Q1 2025  Earnings Release,TAS,,,,
SAUHY,Straumann Holding AG,Q1 2025  Earnings Release,TAS,,,,
GFL,GFL Environmental Inc,Q1 2025  Earnings Release,AMC,True,False,False,6.58%
FNMFM,Federal National Mortgage Association,Q1 2025  Earnings Release,BMO,,,,
TNRSF,Tenaris SA,Q1 2025  Earnings Release,AMC,,,,
MAA,Mid-America Apartment Communities Inc,Q1 2025  Earnings Release,AMC,False,False,False,4.46%
CCHGY,Coca Cola HBC AG,Q1 2025  Earnings Release,TAS,,,,
CCHBF,Coca Cola HBC AG,Q1 2025  Earnings Release,TAS,,,,
BNDSY,Banco de Sabadell SA,Q1 2025  Earnings Release,TAS,,,,
ASX,ASE Technology Holding Co Ltd,Q1 2025  Earnings Release,TNS,True,False,False,13.91%
PTC,PTC Inc,Q2 2025  Earnings Release,AMC,False,False,False,7.05%
EME,EMCOR Group Inc,Q1 2025  Earnings Release,BMO,False,False,False,6.9%
TS,Tenaris SA,Q1 2025  Earnings Release,AMC,True,False,False,7.73%
FNMAS,Federal National Mortgage Association,Q1 2025  Earnings Release,BMO,,,,
GPFOF,Grupo Financiero Inbursa SAB de CV,Q1 2025  Earnings Release,TNS,,,,
FNMFN,Federal National Mortgage Association,Q1 2025  Earnings Release,BMO,,,,
FNMAH,Federal National Mortgage Association,Q1 2025  Earnings Release,BMO,,,,
GPOVF,Grupo Carso SAB de CV,Q1 2025  Earnings Release,AMC,,,,
FNMAG,Federal National Mortgage Association,Q1 2025  Earnings Release,BMO,,,,
FNMAJ,Federal National Mortgage Association,Q1 2025  Earnings Release,BMO,,,,
SFM,Sprouts Farmers Market Inc,Q1 2025  Earnings Release,AMC,True,False,True,11.28%
OMVKY,OMV AG,Q1 2025 Omv AG Earnings Release,TAS,,,,
FNMAM,Federal National Mortgage Association,Q1 2025  Earnings Release,BMO,,,,
BNDSF,Banco de Sabadell SA,Q1 2025  Earnings Release,TAS,,,,
FMCC,Federal Home Loan Mortgage Corp,Q1 2025  Earnings Release,BMO,,,,
FNMAT,Federal National Mortgage Association,Q1 2025  Earnings Release,BMO,,,,
OMVJF,OMV AG,Q1 2025 Omv AG Earnings Release,TAS,,,,
FNMAK,Federal National Mortgage Association,Q1 2025  Earnings Release,BMO,,,,
CJPRF,Central Japan Railway Co,Full Year 2025  Earnings Release,TAS,,,,
FNMAL,Federal National Mortgage Association,Q1 2025  Earnings Release,BMO,,,,
YUMC,Yum China Holdings Inc,Q1 2025  Earnings Release,BMO,True,False,False,6.11%
FNMAI,Federal National Mortgage Association,Q1 2025  Earnings Release,BMO,,,,
FNMAN,Federal National Mortgage Association,Q1 2025  Earnings Release,BMO,,,,
IP,International Paper Co,Q1 2025  Earnings Release,BMO,True,False,False,2.68%
UDR,UDR Inc,Q1 2025  Earnings Release,AMC,True,False,False,6.0%
FNMAO,Federal National Mortgage Association,Q1 2025  Earnings Release,BMO,,,,
EG,Everest Group Ltd,Q1 2025  Earnings Release,AMC,False,False,False,5.7%
NEMTF,Nemetschek SE,Q1 2025  Earnings Release,TAS,,,,
WDC,Western Digital Corp,Q3 2025  Earnings Release,BMO,True,False,False,4.06%
EVGGF,Evolution AB (publ),Q1 2025  Earnings Release,TAS,,,,
BKZHY,Santander Bank Polska SA,Q1 2025  Earnings Release,TNS,,,,
EVVTY,Evolution AB (publ),Q1 2025  Earnings Release,TAS,,,,
AMCCF,Amcor PLC,Q3 2025  Earnings Release,AMC,,,,
REPYF,Repsol SA,Q1 2025  Earnings Release,BMO,,,,
BIP,Brookfield Infrastructure Partners LP,Q1 2025  Earnings Release,BMO,False,False,True,5.79%
REPYY,Repsol SA,Q1 2025  Earnings Release,BMO,,,,
NLY-PG,Annaly Capital Management Inc,Q1 2025  Earnings Release,AMC,,,,
UTHR,United Therapeutics Corp,Q1 2025  Earnings Release,BMO,False,False,False,6.19%
AMCR,Amcor PLC,Q3 2025  Earnings Release,AMC,True,False,False,7.12%
NLY-PF,Annaly Capital Management Inc,Q1 2025  Earnings Release,AMC,,,,
PPC,Pilgrims Pride Corp,Q1 2025  Earnings Release,AMC,True,False,False,7.63%
ALGN,Align Technology Inc,Q1 2025  Earnings Release,TAS,False,False,True,11.38%
PTAIY,Astra International Tbk PT,Q1 2025  Earnings Release,TNS,,,,
MXGBF,Molson Coors Canada Inc,Q1 2025  Earnings Release,AMC,,,,
ICLR,ICON PLC,Q1 2025  Earnings Release,AMC,False,False,False,11.71%
IVPAF,Ivanhoe Mines Ltd,Q1 2025  Earnings Release,AMC,,,,
XPO,XPO Inc,Q1 2025  Earnings Release,BMO,True,False,False,8.76%
LINE,Lineage Inc,Q1 2025  Earnings Release,BMO,False,False,False,6.0%
CRPJF,China Resources Power Holdings Co Ltd,Q1 2025  Earnings Release,TAS,,,,
MORN,Morningstar Inc,Q1 2025  Earnings Release,AMC,False,False,True,5.19%
AGI,Alamos Gold Inc,Q1 2025  Earnings Release,AMC,True,False,False,7.06%
NEMKY,Nemetschek SE,Q1 2025  Earnings Release,TAS,,,,
MAA-PI,Mid-America Apartment Communities Inc,Q1 2025  Earnings Release,AMC,,,,
COKE,Coca-Cola Consolidated Inc,Q1 2025  Earnings Release,AMC,,,,
CRPJY,China Resources Power Holdings Co Ltd,Q1 2025  Earnings Release,TAS,,,,
SCI,Service Corporation International,Q1 2025  Earnings Release,AMC,False,False,False,7.41%
DVA,DaVita Inc,Q1 2025  Earnings Release,TNS,False,True,False,9.75%
CLH,Clean Harbors Inc,Q1 2025  Earnings Release,TAS,False,False,False,5.69%
RDEIY,Redeia Corporacion SA,Q1 2025  Earnings Release,BMO,,,,
PTAIF,Astra International Tbk PT,Q1 2025  Earnings Release,TNS,,,,
KAEPF,Kansai Electric Power Co Inc,Full Year 2025  Earnings Release,TAS,,,,
KAEPY,Kansai Electric Power Co Inc,Full Year 2025  Earnings Release,TAS,,,,
FTAI,FTAI Aviation Ltd,Q1 2025  Earnings Release,AMC,True,False,True,9.1%
NLY,Annaly Capital Management Inc,Q1 2025  Earnings Release,AMC,True,False,False,2.75%
AR,Antero Resources Corp,Q1 2025  Earnings Release,AMC,True,False,True,6.67%
CHRW,CH Robinson Worldwide Inc,Q1 2025  Earnings Release,AMC,True,False,False,8.42%
PAG,Penske Automotive Group Inc,Q1 2025  Earnings Release,BMO,False,False,False,5.4%
GL,Globe Life Inc,Q1 2025  Earnings Release,AMC,False,False,False,7.66%
RDEIF,Redeia Corporacion SA,Q1 2025  Earnings Release,BMO,,,,
HST,Host Hotels & Resorts Inc,Q1 2025  Earnings Release,AMC,True,False,False,7.15%
LECO,Lincoln Electric Holdings Inc,Q1 2025  Earnings Release,BMO,False,False,True,4.97%
DTM,DT Midstream Inc,Q1 2025  Earnings Release,BMO,False,False,False,4.71%
BKPKF,Bank Polska Kasa Opieki SA,Q1 2025  Earnings Release,TNS,,,,
FMCCH,Federal Home Loan Mortgage Corp,Q1 2025  Earnings Release,BMO,,,,
MGM,MGM Resorts International,Q1 2025  Earnings Release,AMC,True,False,True,7.97%
FMCKL,Federal Home Loan Mortgage Corp,Q1 2025  Earnings Release,BMO,,,,
FMCCN,Federal Home Loan Mortgage Corp,Q1 2025  Earnings Release,BMO,,,,
FMCCI,Federal Home Loan Mortgage Corp,Q1 2025  Earnings Release,BMO,,,,
BSAC,Banco Santander-Chile,Q1 2025  Earnings Release,BMO,,,,
FMCKM,Federal Home Loan Mortgage Corp,Q1 2025  Earnings Release,BMO,,,,
SWK,Stanley Black & Decker Inc,Q1 2025  Earnings Release,BMO,True,False,False,7.9%
FMCKJ,Federal Home Loan Mortgage Corp,Q1 2025  Earnings Release,BMO,,,,
FMCCM,Federal Home Loan Mortgage Corp,Q1 2025  Earnings Release,BMO,,,,
OGE,OGE Energy Corp,Q1 2025  Earnings Release,BMO,False,False,True,4.27%
FMCKO,Federal Home Loan Mortgage Corp,Q1 2025  Earnings Release,BMO,,,,
ALNPY,ANA Holdings Inc,Full Year 2021  Earnings Release,TAS,,,,
FMCKN,Federal Home Loan Mortgage Corp,Q1 2025  Earnings Release,BMO,,,,
FREJN,Federal Home Loan Mortgage Corp,Q1 2025  Earnings Release,BMO,,,,
ALNPF,ANA Holdings Inc,Full Year 2021  Earnings Release,TAS,,,,
FMCCJ,Federal Home Loan Mortgage Corp,Q1 2025  Earnings Release,BMO,,,,
FMCCO,Federal Home Loan Mortgage Corp,Q1 2025  Earnings Release,BMO,,,,
ELEEF,Element Fleet Management Corp,Q1 2025  Earnings Release,AMC,,,,
FMCKI,Federal Home Loan Mortgage Corp,Q1 2025  Earnings Release,BMO,,,,
FMCKP,Federal Home Loan Mortgage Corp,Q1 2025  Earnings Release,BMO,,,,
FMCCS,Federal Home Loan Mortgage Corp,Q1 2025  Earnings Release,BMO,,,,
OSUKF,Otsuka Corp,Q1 2025  Earnings Release,TAS,,,,
FMCCL,Federal Home Loan Mortgage Corp,Q1 2025  Earnings Release,BMO,,,,
FMCCP,Federal Home Loan Mortgage Corp,Q1 2025  Earnings Release,BMO,,,,
SCVUF,Siam Cement PCL,Q1 2025  Earnings Release,TNS,,,,
AZRGF,Azrieli Group Ltd,Q1 2025  Earnings Release,TNS,,,,
PNDFF,Indofood CBP Sukses Makmur Tbk PT,Q1 2025  Earnings Release,TNS,,,,
PIFFY,Indofood CBP Sukses Makmur Tbk PT,Q1 2025  Earnings Release,TNS,,,,
FMCCK,Federal Home Loan Mortgage Corp,Q1 2025  Earnings Release,BMO,,,,
FMCCG,Federal Home Loan Mortgage Corp,Q1 2025  Earnings Release,BMO,,,,
FREGP,Federal Home Loan Mortgage Corp,Q1 2025  Earnings Release,BMO,,,,
HESM,Hess Midstream LP,Q1 2025  Earnings Release,BMO,False,False,False,4.95%
AXS,AXIS Capital Holdings Ltd,Q1 2025  Earnings Release,AMC,False,False,False,6.64%
AM,Antero Midstream Corp,Q1 2025  Earnings Release,AMC,True,False,False,6.27%
EVR,Evercore Inc,Q1 2025  Earnings Release,TAS,False,False,False,8.01%
CFLT,Confluent Inc,Q1 2025  Earnings Release,AMC,True,False,True,19.8%
WING,Wingstop Inc,Q1 2025  Earnings Release,BMO,False,False,False,7.86%
SCSKF,SCSK Corp,Full Year 2025  Earnings Release,TAS,,,,
QNDPF,Qingdao Port International Co Ltd,Q1 2025  Earnings Release,TNS,,,,
ADRZY,Andritz AG,Q1 2025  Earnings Release,TAS,,,,
OTEX,Open Text Corp,Q3 2025  Earnings Release,AMC,False,False,False,8.0%
NCLH,Norwegian Cruise Line Holdings Ltd,Q1 2025  Earnings Release,TAS,True,False,False,4.56%
TGTX,TG Therapeutics Inc,Q1 2025  Earnings Release,BMO,True,False,False,2.44%
NFG,National Fuel Gas Co,Q2 2025  Earnings Release,AMC,False,False,False,5.68%
PSN,Parsons Corp,Q1 2025  Earnings Release,BMO,False,False,False,7.04%
ALB,Albemarle Corp,Q1 2025  Earnings Release,AMC,True,False,True,6.67%
TMTNF,Toromont Industries Ltd,Q1 2025  Earnings Release,AMC,,,,
ALLDF,Ayvens SA,Q1 2025  Earnings Release,BMO,,,,
KMERF,Komercni Banka as,Q1 2025  Earnings Release,TAS,,,,
GNRC,Generac Holdings Inc,Q1 2025  Earnings Release,BMO,False,False,False,7.87%
FMOCF,Fomento de Construcciones y Contratas SA,Q1 2025  Earnings Release,TNS,,,,
WH,Wyndham Hotels & Resorts Inc,Q1 2025  Earnings Release,TAS,False,False,False,6.53%
FUPBY,Fuchs Se,Q1 2025  Earnings Release,TAS,,,,
GCHOY,Grupo Nutresa SA,Q1 2025  Earnings Release,AMC,,,,
SMNUF,Sarana Menara Nusantara Tbk PT,Q1 2025  Earnings Release,TNS,,,,
ADRZF,Andritz AG,Q1 2025  Earnings Release,TAS,,,,
WAY,Waystar Holding Corp,Q1 2025  Earnings Release,AMC,True,False,True,13.84%
SMFRF,Sumitomo Forestry Co Ltd,Q1 2025  Earnings Release,TAS,,,,
MTG,MGIC Investment Corp,Q1 2025  Earnings Release,AMC,True,False,False,5.24%
MTPOF,Metropolitan Bank and Trust Co,Q1 2025  Earnings Release,TNS,,,,
BKZHF,Santander Bank Polska SA,Q1 2025  Earnings Release,TNS,,,,
BZQIF,Bezeq Israeli Telecommunication Corp Ltd,Q1 2025  Earnings Release,TNS,,,,
MTPOY,Metropolitan Bank and Trust Co,Q1 2025  Earnings Release,TNS,,,,
NGKSF,Niterra Co Ltd,Full Year 2025  Earnings Release,TAS,,,,
OTLY,Oatly Group AB (publ),Q1 2025  Earnings Release,BMO,False,True,False,13.07%
THNPY,Technip Energies NV,Q1 2025  Earnings Release,TAS,,,,
THG,Hanover Insurance Group Inc,Q1 2025  Earnings Release,AMC,False,False,False,5.04%
SCVPY,Siam Cement PCL,Q1 2025  Earnings Release,TNS,,,,
CACC,Credit Acceptance Corp,Q1 2025  Earnings Release,AMC,False,False,False,9.23%
GH,Guardant Health Inc,Q1 2025  Earnings Release,AMC,True,False,False,14.43%
CWEN,Clearway Energy Inc,Q1 2025  Earnings Release,AMC,False,False,False,7.06%
CWEN-A,Clearway Energy Inc,Q1 2025  Earnings Release,AMC,False,True,False,8.69%
THNPF,Technip Energies NV,Q1 2025  Earnings Release,TAS,,,,
CWAN,Clearwater Analytics Holdings Inc,Q1 2025  Earnings Release,AMC,True,False,False,11.57%
KIGRY,Kion Group AG,Q1 2025  Earnings Release,TAS,,,,
SLGN,Silgan Holdings Inc,Q1 2025  Earnings Release,BMO,False,True,False,5.11%
ACT,Enact Holdings Inc,Q1 2025  Earnings Release,AMC,False,True,True,18.11%
FMOCY,Fomento de Construcciones y Contratas SA,Q1 2025  Earnings Release,TNS,,,,
OSK,Oshkosh Corp,Q1 2025  Earnings Release,BMO,False,False,False,7.11%
CRK,Comstock Resources Inc,Q1 2025  Earnings Release,AMC,True,False,False,11.56%
FUPEF,Fuchs Se,Q1 2025  Earnings Release,TAS,,,,
CGHLY,China Gas Holdings Ltd,Q1 2025  Earnings Release,TAS,,,,
CGHOF,China Gas Holdings Ltd,Q1 2025  Earnings Release,TAS,,,,
FMC,FMC Corp,Q1 2025  Earnings Release,AMC,True,False,True,12.02%
WEX,WEX Inc,Q1 2025  Earnings Release,AMC,False,False,False,13.18%
SITE,SiteOne Landscape Supply Inc,Q1 2025  Earnings Release,BMO,False,False,False,5.43%
GKOS,Glaukos Corp,Q1 2025  Earnings Release,AMC,False,True,False,16.65%
MAPIF,Mapletree Industrial Trust,Q4 2025  Earnings Release,AMC,,,,
TEPCF,Tohoku Electric Power Co Inc,Full Year 2025  Earnings Release,TAS,,,,
FSS,Federal Signal Corp,Q1 2025  Earnings Release,BMO,False,False,False,6.76%
TKECY,Tokyo Electric Power Company Holdings Inc,Full Year 2025  Earnings Release,TAS,,,,
RUSHB,Rush Enterprises Inc,Q1 2025  Earnings Release,AMC,,,,
BIPC,Brookfield Infrastructure Corp,Q1 2025  Earnings Release,BMO,False,False,False,7.21%
ESGR,Enstar Group Ltd,Q1 2025  Earnings Release,TNS,False,False,False,0.45%
IONS,Ionis Pharmaceuticals Inc,Q1 2025  Earnings Release,BMO,True,False,False,4.8%
NGKSY,Niterra Co Ltd,Full Year 2025  Earnings Release,TAS,,,,
ACGYF,Subsea 7 SA,Q1 2025  Earnings Release,TAS,,,,
ETSY,ETSY Inc,Q1 2025  Earnings Release,BMO,True,False,False,4.09%
REYN,Reynolds Consumer Products Inc,Q1 2025  Earnings Release,BMO,False,True,False,15.31%
GTES,Gates Industrial Corporation PLC,Q1 2025  Earnings Release,BMO,True,False,False,8.54%
ZHEXF,Zhejiang Expressway Co Ltd,Q1 2025  Earnings Release,TNS,,,,
RDN,Radian Group Inc,Q1 2025  Earnings Release,AMC,True,False,False,5.77%
SZHFF,Sojitz Corp,Full Year 2025  Earnings Release,TAS,,,,
CGNX,Cognex Corp,Q1 2025  Earnings Release,BMO,True,False,False,12.02%
KNNGF,Kion Group AG,Q1 2025  Earnings Release,TAS,,,,
FUPPF,Fuchs Se,Q1 2025  Earnings Release,TAS,,,,
KYSEF,Kyushu Electric Power Co Inc,Full Year 2025  Earnings Release,TAS,,,,
LANC,Lancaster Colony Corp,Q3 2025  Earnings Release,BMO,False,False,False,1.91%
PIFMF,Indofood Sukses Makmur Tbk PT,Q1 2025  Earnings Release,TNS,,,,
NEXNY,Nexans SA,Q1 2025  Earnings Release,TAS,,,,
KYSEY,Kyushu Electric Power Co Inc,Full Year 2025  Earnings Release,TAS,,,,
TKR,Timken Co,Q1 2025  Earnings Release,BMO,False,False,False,6.53%
WSTTF,Westports Holdings Bhd,Q1 2025  Earnings Release,TNS,,,,
IRT,Independence Realty Trust Inc,Q1 2025  Earnings Release,AMC,True,True,True,13.34%
IMYCF,Inner Mongolia Yitai Coal Co Ltd,Q1 2025  Earnings Release,TNS,,,,
SUBCY,Subsea 7 SA,Q1 2025  Earnings Release,TAS,,,,
SR,Spire Inc,Q2 2025  Earnings Release,BMO,False,True,True,6.33%
SIM,Grupo Simec SAB de CV,Q1 2025  Earnings Release,TNS,,,,
SCVPF,Siam Cement PCL,Q1 2025  Earnings Release,TNS,,,,
TKECF,Tokyo Electric Power Company Holdings Inc,Full Year 2025  Earnings Release,TAS,,,,
BE,Bloom Energy Corp,Q1 2025  Earnings Release,AMC,True,False,True,13.95%
CYJBY,Hiab Oyj,Q1 2025 Cargotec Corp Earnings Release,TAS,,,,
AVT,Avnet Inc,Q3 2025  Earnings Release,BMO,False,False,False,6.75%
