Symbol,Company,rating,avg_volume,iv30_rv30,expected_move
RELY,Remitly Global Inc,Go,True,True,14.46%
WT,Wisdomtree Inc,Go,True,True,3.54%
PSO,Pearson PLC,Consider,False,True,19.19%
ING,ING Groep NV,Consider,True,False,13.67%
DYN,Dyne Therapeutics Inc,Consider,True,False,13.26%
AUPH,Aurinia Pharmaceuticals Inc,Consider,False,True,12.73%
TILE,Interface Inc,Consider,False,True,7.0%
SWTX,Springworks Therapeutics Inc,Consider,True,False,6.11%
